csv_id,year_start,year_end,loc_abbrev,loc_desc,source,class,topic,question,response,data_value_unit,data_value_type_id,data_value_type,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,sample_size,strat_cat_1,strat1,strat_cat_2,strat2,strat_cat_3,strat3,geolocation,class_id,topic_id,question_id,response_id,location_id,strat_cat_id_1,strat_id_1,strat_cat_id_2,strat_id_2,strat_cat_id_3,strat_id_3,report,id
,2019,2019,AK,Alaska,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C05,TMC01,Q03,,02,AGE,5064,RACE,HIS,,,,73
,2020,2020,AZ,Arizona,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C01,TOC07,Q32,,04,AGE,65PLUS,RACE,BLK,,,,74
,2015,2020,AK,Alaska,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,,%,PRCTG,Percentage,75.9,75.9,,,63,85.3,,Age Group,65 years or older,Gender,Female,,,POINT (-147.722059 64.84507996),C07,TGC03,Q38,,02,AGE,65PLUS,GENDER,FEMALE,,,,75
,2020,2020,AK,Alaska,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,41.8,41.8,,,30.7,53.8,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C03,TSC08,Q18,,02,AGE,5064,RACE,NAA,,,,76
,2016,2016,AL,Alabama,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C03,TSC02,Q15,,01,AGE,5064,RACE,ASN,,,,77
,2016,2016,AK,Alaska,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C03,TSC10,Q10,,02,AGE,65PLUS,RACE,ASN,,,,78
,2015,2015,AL,Alabama,BRFSS,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,,%,PRCTG,Percentage,17.9,17.9,,,16,20,,Age Group,50-64 years,,,,,POINT (-86.63186076 32.84057112),C02,TNC01,Q01,,01,AGE,5064,OVERALL,OVERALL,,,,79
,2018,2018,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,27.0,27.0,,,24.9,29.2,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-111.7638113 34.86597028),C02,TNC03,Q16,,04,AGE,AGE_OVERALL,RACE,WHT,,,,80
,2016,2016,AL,Alabama,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,45.0,45.0,,,40.8,49.3,,Age Group,65 years or older,,,,,POINT (-86.63186076 32.84057112),C03,TSC10,Q10,,01,AGE,65PLUS,OVERALL,OVERALL,,,,81
,2015,2015,AL,Alabama,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,43.7,43.7,,,26.1,63.1,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C03,TSC08,Q18,,01,AGE,AGE_OVERALL,RACE,NAA,,,,82
,2018,2018,AK,Alaska,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,79.8,79.8,,,76.7,82.6,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C01,TOC05,Q07,,02,AGE,AGE_OVERALL,RACE,WHT,,,,83
,2016,2016,AK,Alaska,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,63.0,63.0,,,56.5,69,,Age Group,50-64 years,,,,,POINT (-147.722059 64.84507996),C03,TSC01,Q12,,02,AGE,5064,OVERALL,OVERALL,,,,84
,2016,2016,AZ,Arizona,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,64.4,64.4,,,62,66.6,,Age Group,Overall,Gender,Female,,,POINT (-111.7638113 34.86597028),C03,TSC02,Q15,,04,AGE,AGE_OVERALL,GENDER,FEMALE,,,,85
,2020,2020,AK,Alaska,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C04,TAC01,Q17,,02,AGE,65PLUS,RACE,HIS,,,,86
,2016,2016,AL,Alabama,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,13.6,13.6,,,11,16.6,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C05,TMC01,Q03,,01,AGE,AGE_OVERALL,RACE,BLK,,,,87
,2020,2020,AZ,Arizona,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,%,PRCTG,Percentage,29.4,29.4,,,23.2,36.6,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C03,TSC11,Q11,,04,AGE,AGE_OVERALL,RACE,HIS,,,,88
,2018,2018,AZ,Arizona,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,61.7,61.7,,,46.3,75.1,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C03,TSC08,Q18,,04,AGE,65PLUS,RACE,NAA,,,,89
,2017,2017,AK,Alaska,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C03,TSC09,Q09,,02,AGE,65PLUS,RACE,BLK,,,,90
,2016,2016,AK,Alaska,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,5.2,5.2,,,4.4,6.1,,Age Group,Overall,,,,,POINT (-147.722059 64.84507996),C01,TOC03,Q35,,02,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,91
,2015,2020,AL,Alabama,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,39.3,39.3,,,30.5,48.7,,Age Group,Overall,Gender,Male,,,POINT (-86.63186076 32.84057112),C06,TCC03,Q41,,01,AGE,AGE_OVERALL,GENDER,MALE,,,,92
,2019,2019,AZ,Arizona,BRFSS,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C01,TOC04,Q04,,04,AGE,5064,RACE,ASN,,,,93
,2020,2020,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,42.1,42.1,,,33.5,51.3,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C02,TNC04,Q13,,02,AGE,AGE_OVERALL,RACE,NAA,,,,94
,2017,2017,AK,Alaska,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C05,TMC01,Q03,,02,AGE,65PLUS,RACE,ASN,,,,95
,2018,2018,AZ,Arizona,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C01,TOC05,Q07,,04,AGE,AGE_OVERALL,RACE,ASN,,,,96
,2017,2017,AK,Alaska,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C07,TGC01,Q36,,02,AGE,AGE_OVERALL,RACE,BLK,,,,97
,2017,2017,AZ,Arizona,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,66.9,66.9,,,64.9,68.8,,Age Group,50-64 years,,,,,POINT (-111.7638113 34.86597028),C03,TSC04,Q19,,04,AGE,5064,OVERALL,OVERALL,,,,98
,2015,2015,AK,Alaska,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,89.5,89.5,,,85.7,92.3,,Age Group,Overall,Gender,Female,,,POINT (-147.722059 64.84507996),C03,TSC06,Q14,,02,AGE,AGE_OVERALL,GENDER,FEMALE,,,,99
,2018,2018,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,32.4,32.4,,,28.9,36.2,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C02,TNC04,Q13,,02,AGE,AGE_OVERALL,RACE,WHT,,,,100
,2016,2016,AL,Alabama,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,62.0,62.0,,,58.9,65.1,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-86.63186076 32.84057112),C01,TOC09,Q34,,01,AGE,5064,RACE,WHT,,,,101
,2015,2015,AL,Alabama,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,27.3,27.3,,,24.8,29.8,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-86.63186076 32.84057112),C02,TNC04,Q13,,01,AGE,65PLUS,RACE,WHT,,,,120
,2020,2020,AK,Alaska,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C06,TCC02,Q31,,02,AGE,AGE_OVERALL,RACE,ASN,,,,102
,2017,2017,AK,Alaska,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C01,TOC07,Q32,,02,AGE,65PLUS,RACE,ASN,,,,103
,2019,2019,AL,Alabama,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-86.63186076 32.84057112),C04,TAC01,Q17,,01,AGE,65PLUS,RACE,HIS,,,,104
,2016,2016,AK,Alaska,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,%,PRCTG,Percentage,73.9,73.9,,,61.1,83.6,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C03,TSC03,Q20,,02,AGE,AGE_OVERALL,RACE,NAA,,,,105
,2015,2015,AL,Alabama,BRFSS,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C01,TOC04,Q04,,01,AGE,5064,RACE,ASN,,,,106
,2020,2020,AZ,Arizona,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,6.1,6.1,,,4.6,8.1,,Age Group,50-64 years,Gender,Male,,,POINT (-111.7638113 34.86597028),C01,TOC06,Q05,,04,AGE,5064,GENDER,MALE,,,,107
,2019,2019,AZ,Arizona,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,45.6,45.6,,,38.7,52.8,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C03,TSC08,Q18,,04,AGE,AGE_OVERALL,RACE,HIS,,,,108
,2020,2020,AL,Alabama,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C03,TSC04,Q19,,01,AGE,AGE_OVERALL,RACE,ASN,,,,109
,2017,2017,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,,%,PRCTG,Percentage,19.5,19.5,,,13.6,27.2,,Age Group,50-64 years,Gender,Male,,,POINT (-147.722059 64.84507996),C02,TNC02,Q02,,02,AGE,5064,GENDER,MALE,,,,110
,2016,2016,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,50.2,50.2,,,34.6,65.9,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C02,TNC03,Q16,,04,AGE,65PLUS,RACE,NAA,,,,111
,2017,2017,AZ,Arizona,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,32.9,32.9,,,28.3,37.9,,Age Group,50-64 years,Gender,Male,,,POINT (-111.7638113 34.86597028),C01,TOC12,Q44,,04,AGE,5064,GENDER,MALE,,,,112
,2015,2015,AL,Alabama,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-86.63186076 32.84057112),C07,TGC03,Q38,,01,AGE,AGE_OVERALL,RACE,HIS,,,,113
,2015,2015,AL,Alabama,BRFSS,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-86.63186076 32.84057112),C02,TNC02,Q02,,01,AGE,AGE_OVERALL,RACE,HIS,,,,114
,2019,2019,AK,Alaska,BRFSS,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,,%,PRCTG,Percentage,60.3,60.3,,,55.3,65.1,,Age Group,65 years or older,,,,,POINT (-147.722059 64.84507996),C03,TSC07,Q22,,02,AGE,65PLUS,OVERALL,OVERALL,,,,115
,2020,2020,AL,Alabama,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,43.7,43.7,,,38.3,49.2,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C03,TSC09,Q09,,01,AGE,AGE_OVERALL,RACE,BLK,,,,116
,2017,2017,AK,Alaska,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,22.5,22.5,,,18.6,26.9,,Age Group,50-64 years,,,,,POINT (-147.722059 64.84507996),C01,TOC10,Q46,,02,AGE,5064,OVERALL,OVERALL,,,,117
,2015,2015,AK,Alaska,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C01,TOC03,Q35,,02,AGE,5064,RACE,HIS,,,,118
,2017,2017,AL,Alabama,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,30.8,30.8,,,27.9,33.9,,Age Group,65 years or older,,,,,POINT (-86.63186076 32.84057112),C01,TOC12,Q44,,01,AGE,65PLUS,OVERALL,OVERALL,,,,119
,2019,2019,AL,Alabama,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,62.5,62.5,,,56.8,67.9,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C01,TOC08,Q33,,01,AGE,65PLUS,RACE,BLK,,,,121
,2015,2015,AZ,Arizona,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,54.7,54.7,,,35.7,72.4,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C01,TOC11,Q43,,04,AGE,65PLUS,RACE,BLK,,,,122
